,Collage,Private,Room.Board,Grad.Rate,Outstate_Tier,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Private_Encoded_scaled
183,Eastern Nazarene College,Yes,3500,70,Low,-1.113953929553386,-0.4994689411839058,-1.3559697713457743,-0.3067184471799179,-0.6142542984789046,-1.0977621252034493,-1.4375163915219222,0.8331283179455149,-0.1911203270674524,-0.7598939811964682,0.31091892859546744,0.6125530498969481
184,Eckerd College,Yes,4080,59,High,-0.11790188052693058,0.5272445442404737,-1.4860814376784814,1.1876735060776513,0.4496014388117548,-0.3812772017711419,0.6005650532112241,-0.27638263533977814,0.47121122188858366,1.3008254746528989,0.22420208315421772,0.6125530498969481
185,Elizabethtown College,Yes,4400,81,High,0.37476222189996,0.6753287453312369,-0.07522454097749359,0.9585764922158634,-0.22919460395165178,-0.9606431574678058,-0.9283307329438812,-0.27638263533977814,0.4095619963667674,0.3866261378410885,0.10603285279999924,0.6125530498969481
186,Elmira College,Yes,4980,64,High,-0.09490099618311923,0.198039873680471,0.25583455751090833,1.1165026775542388,-0.6142542984789046,-1.5715860927236942,1.467641878959388,1.77036409877175,0.13667737956055104,-0.3111477027024013,-0.2020317266026956,0.6125530498969481
187,Elms College,Yes,4765,86,Medium,-1.8941016785322646,-0.053119072030679226,0.1640893098339927,0.44877394394675296,-0.6142542984789046,0.7203062079932,-0.7494672137091747,-0.678954128340758,0.13667737956055104,0.15902147165043837,0.6941869296649427,0.6125530498969481
188,Elon College,Yes,3883,63,Low,0.7383528588207287,-1.0845174670653988,-0.005914869171841524,-0.2168205059111905,-0.3034345775074198,0.8142433155553928,-0.5579571392876599,1.199612364107489,0.8951255085680089,-0.8081301624363186,0.14853550312145522,0.6125530498969481
189,Embry Riddle Aeronautical University,Yes,3750,44,Low,0.6140195609681495,-0.7684736752694479,0.614995953555373,-0.5845619581984871,0.25701902020397904,1.9631120966190079,-1.973085139428777,0.644953727665646,-2.2835393318336408,0.9957332416378973,0.49744780298226177,0.6125530498969481
190,Emory & Henry College,Yes,4408,82,Low,-0.7182951228212917,0.36877700770497224,-1.3238470126728867,-0.36004924784599673,1.0360807080301793,0.5922469197789696,0.5124477851823425,0.0072451478867492135,1.5418252579254095,-0.1144754144435699,0.6633375234297659,0.6125530498969481
191,Emory University,Yes,6000,96,High,1.4700352771647462,2.092417481864056,-0.3450992073195934,1.596146862400266,0.4496014388117548,-0.6632809494242868,1.467641878959388,-2.6751249263889973,0.5879401964775927,2.3370729702505577,-1.747649838556899,0.6125530498969481
192,Emporia State University,No,3144,50,Low,-0.23596071200465604,0.988162936623047,0.36028690596352625,-1.3867498466794812,-0.6142542984789046,0.9432314873872778,-0.49125343790260845,1.2893215220075749,-2.2835393318336408,-1.23833711596673,1.7214721572963374,-1.6325116659989423
193,Erskine College,Yes,3840,67,Medium,-0.8668309666130586,1.1501937769220463,-1.278903285492558,0.1387351949556091,-0.41730816701513435,0.07006481891698876,-0.13569442115241218,-0.0948453587869114,1.4110746470937963,-0.30187315452137464,0.668613286832959,0.6125530498969481
194,Eureka College,Yes,3450,53,Medium,-1.0307954322663364,0.6753287453312369,-1.6583617630196459,0.2523356229466298,-1.71791435236204,-1.1844539612578329,0.42593464953116233,-0.8738990280930911,0.7487430981377603,0.3206331775576405,0.433895064555637,0.6125530498969481
195,Evergreen State College,No,4600,68,Low,0.10388999088653439,-0.7684736752694479,0.0467187499259945,-1.063999225102639,0.4496014388117548,0.19439905276860872,-0.2823735232374524,1.0179463816947254,-0.488944521318963,-0.0192701651579478,-0.922395611942736,-1.6325116659989423
196,Fairfield University,Yes,6200,94,High,0.9815060205636031,0.36877700770497224,0.7487868149099584,1.1184412991582742,1.0360807080301793,-0.1865912067306211,0.6902976719925955,0.30686892312721886,0.696881263144984,0.6978658765736593,-0.3231973409569424,0.6125530498969481
197,Fayetteville State University,No,2550,24,Low,-0.09619928971790724,-3.3612688093227097,0.39241310921738554,-0.8939510962294314,-1.5119094043589478,-0.9185501864797689,-0.49125343790260845,0.30686892312721886,-0.9955858819980911,-0.5196990371919251,-0.10649827794002265,-1.6325116659989423
198,Ferrum College,Yes,4200,22,Low,-0.1749674438250878,-0.9727316677869279,-0.8314593967701942,-0.13693542017306365,-0.22919460395165178,0.5922469197789696,-1.4375163915219222,-0.35536252385287187,-1.1512760702749985,-0.14605322917056576,0.5428819964548772,0.6125530498969481
199,Flagler College,Yes,3200,69,Low,-0.12257490945753002,-0.4176946998854469,-1.1623087972167594,-1.495170933314708,-0.22919460395165178,1.2117899245837749,-1.3460179845367914,1.0179463816947254,-1.1512760702749985,-2.471861847058286,-1.6484275928622691,0.6125530498969481
200,Florida Institute of Technology,Yes,4140,57,High,0.17622625168672634,0.814496291254933,-0.2286310376374946,0.8998852924398952,1.3023649764046783,0.4565508868862356,0.6902976719925955,-0.8738990280930911,-1.515783424979524,0.15078792086869713,0.4392729146294929,0.6125530498969481
201,Florida International University,No,2494,66,Low,0.6568509698240744,0.9459121453121654,2.474543693118865,-0.962727889460684,1.5536080298286021,1.9689570412852173,1.2632379969775114,0.0072451478867492135,0.060686441260878146,-0.6267762699138207,-0.8031542280179284,-1.6325116659989423
202,Florida Southern College,Yes,4865,68,Low,-0.14563093150753498,-0.26378841421379556,0.7019124328284159,-0.5181751764708663,-1.0385747644227592,-1.2442682363007727,-0.5579571392876599,0.8564097284492168,-0.9955858819980911,-0.8033014820883129,0.04183256314276985,0.6125530498969481
203,Florida State University,No,4060,58,Low,1.7285878263497778,1.2651043449994013,1.598334395176278,-0.9352456267250221,0.4496014388117548,-0.34094031168639527,0.6005650532112241,2.108250754738143,-0.3835201634208818,-0.40737455139808587,-0.01135839923736634,-1.6325116659989423
204,Fontbonne College,Yes,4100,62,Low,-1.7101084603203398,-0.5849046607537622,-0.0002829950347380958,-0.4130343485689791,-1.5119094043589478,0.4565508868862356,-1.5654940694465738,1.77036409877175,0.34549454598816776,-1.8685105713324222,0.646195430686714,0.6125530498969481
205,Fordham University,Yes,6965,80,High,0.8681210193534843,0.36877700770497224,1.081643693841069,0.9676129215119169,0.4496014388117548,0.7634831066588167,1.3645882269351624,0.1332649014169348,-0.488944521318963,0.6249074219774986,-0.4261092577655102,0.6125530498969481
206,Fort Lewis College,No,3320,46,Low,0.6921779864161502,-0.5849046607537622,0.23463867832854796,-1.098113097372355,-0.22919460395165178,1.5485627320659798,1.3645882269351624,1.2445583091192327,-1.7339083692537995,-2.07011644263662,0.5014095281723605,-1.6325116659989423
207,Francis Marion University,No,3138,43,Low,0.10388999088653439,-0.8676768730139962,0.1640893098339927,-1.224550127125327,-1.0385747644227592,1.486760856945429,-0.42309620655881086,1.2445583091192327,-1.3233835886260938,-1.550504384488603,1.1700368797121874,-1.6325116659989423
208,Franciscan University of Steubenville,Yes,4400,83,Low,-1.0435462405115867,-0.12094221917214981,-0.20556249240006352,-0.07163457522029804,0.4496014388117548,-0.3812772017711419,-0.8700943318940553,0.25759334859915667,-1.3233835886260938,-0.8047488519336279,0.4791001834075319,0.6125530498969481
209,Franklin College,Yes,4040,60,Medium,-0.6691344177312001,0.31333619614396924,-0.9331033091060886,0.1153689487765085,-0.04910428901620779,0.22869245578463648,-0.2823735232374524,-0.35536252385287187,1.0294623131395182,0.800294320009106,0.2662550169041441,0.6125530498969481
210,Franklin Pierce College,Yes,4630,51,High,1.051404303491014,-2.4887995845903816,0.8505387244489488,0.7800439559719655,-0.22919460395165178,-0.8317407990918481,-1.5240531582747878,0.9028169700855423,-0.28448920152158647,-0.7655636679884145,0.782501161036982,0.6125530498969481
211,Freed-Hardeman University,Yes,3340,62,Low,-0.5637268661016084,-0.26378841421379556,-1.0960209047484506,-1.349436019515328,0.4496014388117548,0.5922469197789696,-0.42309620655881086,0.5495374102901845,-0.601645107695158,-0.93331824525257,-0.915841858318429,0.6125530498969481
212,Fresno Pacific College,Yes,3670,54,Low,-1.527302255907322,1.3022664532279355,-0.9740319705249554,-0.007435867506013141,0.6339700077405098,0.8627345908343745,-1.392393977623881,-0.9021518863751771,-0.488944521318963,-0.1031931424001955,0.3059658758233021,0.6125530498969481
213,Furman University,Yes,4048,82,High,0.27236106205515453,1.4803479884652577,-0.4001047041054972,0.8051159245144571,0.4496014388117548,0.07669669114387123,1.1635803366973685,-0.0948453587869114,0.5879401964775927,1.0057172446951879,1.060444042664282,0.6125530498969481
214,Gannon University,Yes,4280,65,Medium,0.392293572676102,0.012544204192919675,0.46860660110384117,0.2559079680595294,-0.22919460395165178,0.28219421603125683,-1.7193887069886764,-0.14633148248231934,-0.10280094841912382,-0.2350448654267066,0.18653891637903583,0.6125530498969481
215,Gardner Webb University,Yes,4270,29,Low,-0.3545507039165945,-0.4176946998854469,0.0656958882796692,-0.4731503524789701,-0.22919460395165178,-1.7565250579131289,-1.4375163915219222,0.33141144399481565,-0.7227012651918747,-1.1582375455588128,0.6183974424547377,0.6125530498969481
216,Geneva College,Yes,4820,74,Low,-0.8532556531005209,-0.33923404372499044,-0.1663968709524967,-0.11696450190027484,-0.22919460395165178,-0.1865912067306211,-0.9851988400469104,1.4665986044009744,0.47121122188858366,-0.5987858574876908,0.35694011234008743,0.6125530498969481
217,George Fox College,Yes,4130,52,Medium,-0.6630173945723591,0.198039873680471,-1.1741414143251223,0.6046150057754331,-1.0385747644227592,-0.28178741469544866,-1.644788026270866,-0.0948453587869114,0.20928980457225407,-0.45261885457651485,1.0235853733493756,0.6125530498969481
218,George Mason University,No,4840,46,Medium,1.1253053607527028,-0.4994689411839058,1.729098256390747,0.21523180244088352,0.3221744263814951,-0.28178741469544866,1.2632379969775114,1.2893215220075749,-1.515783424979524,-0.6140424091913427,0.12468386128809128,-1.6325116659989423
219,George Washington University,Yes,6328,72,High,1.4057847910470773,0.7690207208177241,0.9987618010283336,1.5698984641807796,1.0360807080301793,-0.48548409267976533,0.9692990979140862,-1.7738881670636384,-0.3835201634208818,1.2674333783048477,-0.7083504754111445,0.6125530498969481
220,Georgetown College,Yes,3950,55,Low,-0.768852719959024,0.36877700770497224,-1.1172801877673055,-0.496318301398342,0.12366360001576766,-1.5715860927236942,-0.42309620655881086,-0.14633148248231934,0.5879401964775927,-0.30891746774804596,1.4033456118422496,0.6125530498969481
221,Georgetown University,Yes,7131,95,High,1.6902600086630695,1.9518471386888567,0.11817369230171175,1.7167341784278118,0.8682441954437234,0.7203062079932,0.8746535950171559,-1.9036274414904166,0.5306181538634841,1.7805025396805254,-3.3176721892955356,0.6125530498969481
222,Georgia Institute of Technology,No,4438,70,Low,1.4017407152552885,2.42816800768983,0.43148156950958755,-0.9988301697961286,1.5291092798376344,-0.0704228992327387,0.8746535950171559,1.2893215220075749,0.8477740600370556,0.7080258151653878,-1.1515141114002445,-1.6325116659989423
223,Georgia State University,No,2655,34,Low,0.7785995634614419,-1.3330274833513371,2.450189803984201,-0.9142072820709763,1.14452306768254,2.2586464050740678,0.6005650532112241,1.2221083447673498,-0.9955858819980911,-0.2169555105177333,-0.8825170324457351,-1.6325116659989423
224,Georgian Court College,Yes,3950,76,Low,-1.52125543181381,-0.9727316677869279,0.5554281226120914,-0.20338740937712219,-0.22919460395165178,-0.8317407990918481,-1.392393977623881,-0.43508339754859443,0.5306181538634841,-0.3693485130385776,0.41183507966591365,0.6125530498969481
225,Gettysburg College,Yes,4328,83,High,0.7314906758512124,0.9459121453121654,-1.139353269435478,1.9917016387042776,-0.22919460395165178,-1.7565250579131289,1.1635803366973685,-0.46182603876526157,0.7990089285165864,1.2641498131369278,-0.41606741572587574,0.6125530498969481
226,Goldey Beacom College,Yes,2985,36,Low,-0.9071947257815036,-1.204141438433242,0.6968480623799266,-1.1252436803842234,-0.006996591935424625,0.8767356419746953,-2.314801516396056,3.012863609137553,-2.2835393318336408,-0.9317750563218108,-0.05163767264256884,0.6125530498969481
227,Gonzaga University,Yes,4450,69,Medium,0.1467357959187586,0.4228593760746721,-0.08150079528244585,0.7124516289319571,0.4496014388117548,1.4597682930680178,0.6902976719925955,0.20805976907672355,0.7990089285165864,0.320889397538109,0.4158356487607785,0.6125530498969481
228,Gordon College,Yes,4070,66,Medium,-0.8443140041897262,0.0762022459001068,-1.2240971271106287,0.5385467061091938,-1.0385747644227592,-0.00765221982654528,0.017034841871698108,0.08306456383049592,0.7990089285165864,0.23483457106994746,0.6213978929649402,0.6125530498969481
229,Goshen College,Yes,3730,72,Low,-1.27730030391735,0.13799295441079087,-0.43120597387557275,-0.13166966162554336,0.4496014388117548,0.043338678855854074,-1.5240531582747878,-1.073921779837255,1.3766836801623437,0.4945861329598804,1.0412427498106844,0.6125530498969481
230,Goucher College,Yes,6174,77,High,-0.31963130284860525,0.8591123720558881,-0.8449738010651707,1.230970805394107,-0.22919460395165178,-0.00765221982654528,0.6902976719925955,-1.2795288599936452,0.8951255085680089,1.491924130472822,-0.27607380039393836,0.6125530498969481
231,Grace College and Seminary,Yes,3670,64,Low,-1.0527604281168044,-0.4176946998854469,-0.6529279200826898,-0.2552368701838878,-2.048308048513365,-0.3812772017711419,-1.392393977623881,0.35589122750062596,0.47121122188858366,0.38244317514837317,0.23191871024746238,0.6125530498969481
232,Graceland College,Yes,3100,47,Low,-1.0398855625898902,-0.7684736752694479,1.3260246516246552,-0.2168205059111905,0.12366360001576766,-0.6402474519149863,-1.2983753500580535,2.2119561203041362,0.34549454598816776,-1.1900316309135763,-0.00667822928883494,0.6125530498969481
233,Grand Valley State University,No,3800,57,Low,1.047741183270281,-0.26378841421379556,1.4319224288770391,-1.1294377430266962,-0.22919460395165178,-0.3812772017711419,-1.0407110988557453,1.5760036933158954,-1.1512760702749985,-1.534073719280093,0.03834886055545697,-1.6325116659989423
234,Green Mountain College,Yes,2700,76,Medium,-0.6990756244101016,-1.6267810138219474,-1.186224667229641,0.43741250359800665,-1.0385747644227592,-0.7100928488101279,0.09569733284866458,0.03258838544133442,0.34549454598816776,-0.7387771668507485,0.3958969016832701,0.6125530498969481
235,Greensboro College,Yes,3770,39,Low,-0.9477196186556389,-1.204141438433242,-0.04466990251099864,-0.4301085059651223,0.12366360001576766,0.15797762173098784,-0.13569442115241218,-0.22412911897517035,0.7487430981377603,-0.15216566623859243,0.4460420182607379,0.6125530498969481
236,Greenville College,Yes,4530,60,Medium,-1.1258803468589627,-0.26378841421379556,-1.0655266664461287,0.0955830052242655,-1.0385747644227592,-0.8317407990918481,-1.2983753500580535,0.10819887684225507,-0.28448920152158647,-0.0616886383800459,0.08091888041917393,0.6125530498969481
237,Grinnell College,Yes,4618,83,High,0.21887920193087113,1.4803479884652577,-1.3559697713457743,1.249829628182727,-1.0385747644227592,-2.184436020520695,0.8746535950171559,-1.1906916694765606,1.6334479958237178,1.723714063449873,-0.44698843547303196,0.6125530498969481
238,Grove City College,Yes,3048,100,Low,0.4022032787065845,1.51453184767177,-1.278903285492558,-1.45459829563365,-0.04910428901620779,-2.4371388857635745,-1.094880026424442,1.0864302146786269,-0.10280094841912382,-1.607565589490123,-2.0496912780215544,0.6125530498969481
239,Guilford College,Yes,5160,65,High,-0.27801207478851164,-0.4176946998854469,-0.07522454097749359,0.7976098294365099,-0.6142542984789046,-0.28178741469544866,0.3410143789166373,0.428959798578832,0.696881263144984,0.2042702485448156,0.8839184775303086,0.6125530498969481
240,Gustavus Adolphus College,Yes,3600,80,High,0.054999656855277974,0.6753287453312369,-1.0960209047484506,0.945490575432434,-1.0385747644227592,-1.0977621252034493,0.6005650532112241,-0.35536252385287187,1.7481273960002646,0.4090709791338205,0.4318622800268725,0.6125530498969481
241,Gwynedd Mercy College,Yes,5550,96,Medium,-1.4292795810578294,0.36877700770497224,0.795570085719376,0.26304304288094815,-0.22919460395165178,-1.7565250579131289,-2.0259049331637793,-1.7100169908089118,0.20928980457225407,-0.31822830099280974,-0.8383385077154618,0.6125530498969481
242,Hamilton College,Yes,5050,91,High,0.6108944514574596,0.8591123720558881,-1.465469585892367,1.9491090666190471,-2.048308048513365,-0.8317407990918481,1.2632379969775114,-1.1613227117968303,1.8025827916211208,1.6098052606302762,-1.2182453776018507,0.6125530498969481
243,Hamline University,Yes,4194,65,High,-0.4497277065176664,0.5776799288914051,-0.7105632497995537,0.7657705861943105,-0.6142542984789046,-1.5715860927236942,0.9692990979140862,-0.22412911897517035,0.8477740600370556,0.5005321658553931,0.49760016172075866,0.6125530498969481
244,Hampden - Sydney College,Yes,4773,69,High,-0.6533140242438519,-0.26378841421379556,-2.7891541657307277,0.7586158531116006,0.8108421980583806,-1.401605755600841,1.3645882269351624,-0.14633148248231934,1.6034744834472257,0.8925153057160933,0.2810843054601317,0.6125530498969481
245,Hampton University,Yes,3518,70,Low,1.3280571656019342,0.0762022459001068,0.5151068467870744,-0.7802418840968484,0.4496014388117548,1.0664517666812061,-1.1477182127095475,0.03258838544133442,-1.1512760702749985,-0.5966162551682218,-1.5223635376373355,0.6125530498969481
246,Hanover College,Yes,3485,64,Low,-0.4497277065176664,0.5272445442404737,-1.6883580068917183,-0.4673816430927018,-0.22919460395165178,-0.00765221982654528,0.17590711389826055,-0.8738990280930911,0.47121122188858366,0.24077110487048856,0.5787408465103001,0.6125530498969481
247,Hardin-Simmons University,Yes,2980,38,Low,-1.2160235586862256,-0.5849046607537622,-0.005914869171841524,-1.062970989725606,1.0360807080301793,1.2117899245837749,-0.2097844047463471,-0.043655143285562414,-0.9955858819980911,-0.48585826824224226,1.095136728562224,0.6125530498969481
248,Harding University,Yes,3528,73,Low,0.0615347140565199,0.6270233788095003,-0.28291456787342456,-1.3479376981528233,1.0360807080301793,-0.5725728835747472,-0.3534735225728778,0.9259436201670278,1.0294623131395182,-0.7429823905702468,-0.8595261174749087,0.6125530498969481
249,Hartwick College,Yes,4780,73,High,0.23855423871085724,-0.12094221917214981,-0.9410669533097699,1.5751599681039903,-0.22919460395165178,-1.0977621252034493,0.42593464953116233,-0.4084259016153425,0.7990089285165864,0.7766434974014154,0.5523788885499915,0.6125530498969481
250,Harvard University,Yes,6410,100,High,1.8690384911826512,2.452443922292768,-0.032815198438155,1.7480958547897538,-0.22919460395165178,0.9791134641449935,1.3645882269351624,-1.073921779837255,1.5729406861767377,2.675302611111021,-4.0186533872995085,0.6125530498969481
251,Harvey Mudd College,Yes,6690,100,High,-0.14838336820690054,2.5709000589305027,-2.170690908036451,1.5311313223741756,1.0360807080301793,-0.5948985251698026,1.6789026453905742,-1.5841549225823557,1.3766836801623437,1.9321625099967559,-2.255177610502869,0.6125530498969481
252,Hastings College,Yes,3272,52,Low,-0.6533140242438519,-0.12094221917214981,-1.2508324265266673,-0.14326405507782983,-0.22919460395165178,0.958998605336511,-1.199238322126377,-0.22412911897517035,-0.1911203270674524,-0.37434767087141435,0.8139445512261274,0.6125530498969481
253,Hendrix College,Yes,3195,63,Low,-0.6461031505349132,1.3388902885586311,-2.094224254323986,-0.29845500836999117,-0.22919460395165178,-0.00765221982654528,1.572409762644023,-0.19811971386291968,0.47121122188858366,0.0525864084424925,0.878417484592369,0.6125530498969481
254,Hillsdale College,Yes,4700,79,Medium,-0.5367762845676507,0.6270233788095003,-1.186224667229641,0.284371863106661,-1.0385747644227592,-0.9606431574678058,-0.13569442115241218,-0.4886548043056184,0.7487430981377603,0.9565419713728482,0.4275575234921063,0.6125530498969481
255,Hiram College,Yes,4560,79,High,-0.534654271123458,0.7226458157909561,-0.12711259786288123,0.9337804705115145,-1.0385747644227592,-0.3812772017711419,1.1635803366973685,-0.8738990280930911,0.8951255085680089,0.8753278375046907,0.29756461234263887,0.6125530498969481
256,Hobart and William Smith Colleges,Yes,5841,79,High,0.4711942007308066,0.0762022459001068,-2.170690908036451,1.839137921443646,0.4496014388117548,-1.401605755600841,1.572409762644023,-0.46182603876526157,1.0294623131395182,1.0216659603108569,0.18538863667211378,0.6125530498969481
257,Hofstra University,Yes,5920,60,Medium,1.356833057915887,0.0762022459001068,0.936957070613668,0.4031364435832727,2.4385556153715937,-0.3812772017711419,0.6902976719925955,0.0072451478867492135,-0.9955858819980911,0.45348131137255326,0.2855543988990511,0.6125530498969481
258,Hollins College,Yes,5515,72,High,-0.9577117377063582,0.13799295441079087,-0.887426820060898,0.8113609204231897,-0.22919460395165178,-0.7100928488101279,0.7816568116943878,-0.7341609556836688,1.44475647114785,1.1596083388244993,0.5463250081516874,0.6125530498969481
259,Hood College,Yes,6040,72,High,-0.8079545962346019,0.6753287453312369,0.10702107462829208,0.9120938378169428,-0.6142542984789046,-1.1262705939718205,0.5124477851823425,0.1332649014169348,0.8951255085680089,0.922003971234935,0.4174558396557439,0.6125530498969481
260,Hope College,Yes,4341,72,Medium,0.05663802551392852,0.7226458157909561,-0.2972019675334943,0.555162960404343,-0.4949772347693771,-0.1865912067306211,-0.06009188335680806,-0.35536252385287187,1.1535860970634626,0.2504385953350901,0.8115858587319998,0.6125530498969481
261,Houghton College,Yes,3550,67,Low,-0.5064809912849542,0.36877700770497224,-1.426468867300415,0.015414767758353815,-0.22919460395165178,0.4565508868862356,0.6902976719925955,0.2822630870249353,0.34549454598816776,-0.0730277110130915,0.5531118472840987,0.6125530498969481
262,Huntingdon College,Yes,3920,44,Low,-0.9477196186556389,0.13799295441079087,-0.5910032316073229,-0.5021337567822787,-0.22919460395165178,-0.1865912067306211,-0.6870519494859656,-0.6514933665420357,-1.1512760702749985,-0.2378991607429542,0.7369295938302606,0.6125530498969481
263,Huntington College,Yes,3920,47,Low,-1.2541463701930455,-0.26378841421379556,-1.1741414143251223,0.005275697146182472,-2.048308048513365,0.15797762173098784,-0.42309620655881086,-0.5425747226939661,0.4095619963667674,0.29844229925250576,1.419147976191603,0.6125530498969481
264,Huron University,Yes,3090,21,Low,-0.9610662035097883,-2.4887995845903816,-0.9252445141562528,-0.7491942281329093,0.4496014388117548,0.8883383994642873,-2.1608178322808573,-0.2502164792374268,-2.2835393318336408,0.24104042973048634,-2.8474020296489657,0.6125530498969481
265,Husson College,Yes,4000,84,Low,-0.7743388082826717,-1.204141438433242,0.4831488152890439,-0.5845619581984871,-1.5119094043589478,0.4565508868862356,-1.9451356052056121,1.876973454820548,-2.2835393318336408,-1.6316540420110617,1.0534737073450047,0.6125530498969481
266,Illinois Benedictine College,Yes,4348,75,Medium,-0.9493776062444972,-0.12094221917214981,0.2776982439626945,0.14241187243179232,0.7526774067369609,0.4565508868862356,0.7816568116943878,-0.5968513856813776,0.643318740239679,-0.029063686328074535,1.1723578085846902,0.6125530498969481
267,Illinois College,Yes,3850,52,Low,-0.5648216285901037,0.25645415555414425,-1.3900837948934834,-0.5108746975091976,0.4496014388117548,-0.3812772017711419,-0.49125343790260845,0.428959798578832,0.696881263144984,-0.3693485130385776,0.9073273407307345,0.6125530498969481
268,Illinois Institute of Technology,Yes,4620,56,High,0.0803196565063149,0.9459121453121654,0.40210674959151166,1.030348429049473,-0.22919460395165178,-1.0977621252034493,0.5124477851823425,-0.4084259016153425,0.47121122188858366,0.991362164193523,0.18746962105306514,0.6125530498969481
269,Illinois State University,No,3403,54,Low,1.4869507939193296,-1.204141438433242,1.157300124938703,-0.5848598009901801,0.0346986031361213,1.638325285785923,0.17590711389826055,1.6627857007207911,-0.28448920152158647,-1.2134582313364337,0.1652740196779676,-1.6325116659989423
270,Illinois Wesleyan University,Yes,4090,83,High,0.5848755405025687,1.4457068812376728,-1.4860814376784814,0.992616053474845,-1.0385747644227592,-1.2442682363007727,0.8746535950171559,-0.2502164792374268,0.8951255085680089,0.33415609377671285,-2.0878125246233195,0.6125530498969481
271,Immaculata College,Yes,5364,69,Low,-1.797865186972373,-0.5849046607537622,0.9124968110445696,0.01794536678432941,-0.22919460395165178,-0.3812772017711419,-1.1477182127095475,-0.7065095991630397,0.8477740600370556,-0.38593651828889897,1.340746742658845,0.6125530498969481
272,Incarnate Word College,Yes,4689,95,Low,-0.3096630155647845,-0.5849046607537622,0.32313609642623964,-0.28746582809359006,1.3023649764046783,1.776787441027467,-0.8700943318940553,-0.6514933665420357,0.13667737956055104,-0.9245890040822201,0.3411270139892513,0.6125530498969481
273,Indiana State University,No,3706,40,Low,1.126213727686175,-1.204141438433242,1.2072212748790316,-0.8660535182544826,0.4496014388117548,1.5485627320659798,-0.42309620655881086,0.6686666659070805,-1.3233835886260938,-0.5097311210926857,0.642048216808413,-1.6325116659989423
274,Indiana University at Bloomington,No,3990,68,Low,2.0119006137631334,0.0762022459001068,1.4603202557412678,-0.041712170350209514,0.4496014388117548,1.0664517666812061,0.5124477851823425,1.7274507875050498,0.34549454598816776,0.08191777926240891,0.3501047378521804,-1.6325116659989423
275,Indiana Wesleyan University,Yes,3782,34,Low,-0.757977036549102,-0.26378841421379556,0.4841083661413634,-0.18733119622175182,1.0360807080301793,-0.3812772017711419,-1.7193887069886764,5.213212513282408,-0.3835201634208818,-0.6985862721728224,-1.1660322663162306,0.6125530498969481
276,Iona College,Yes,6790,66,Medium,1.0008405719802917,-0.8676768730139962,0.9867741645359952,0.1886873116865856,0.25701902020397904,-0.09532026038541022,0.09569733284866458,0.5255397634723626,-0.488944521318963,-0.09922859762023035,-0.17237995430517436,0.6125530498969481
277,Iowa State University,No,3224,65,Low,1.4622764189223332,0.13799295441079087,1.1119706790254353,-0.6598175891537096,0.6937277125323384,1.1246396100682525,0.5124477851823425,1.2669625914791949,0.20928980457225407,0.0010838209118292314,0.9118482155518141,-1.6325116659989423
278,Ithaca College,Yes,6192,75,High,1.3374967710857315,-0.053119072030679226,-0.43120597387557275,1.0053623407269026,0.6579715731871661,-0.3812772017711419,-0.2097844047463471,-0.624126161709994,0.4095619963667674,0.38588878025476164,0.0975052704350114,0.6125530498969481
279,James Madison University,No,4544,98,Low,1.6981400736744268,0.47565884296982563,0.5169452389445931,-0.5272485502066551,-0.22919460395165178,-1.0090033260638933,-0.06009188335680806,0.9720449849419154,0.643318740239679,-1.434690226242063,-1.8775675127115103,-1.6325116659989423
280,Jamestown College,Yes,3050,54,Low,-1.2050938203345263,-0.7684736752694479,-0.9098301087399319,-0.6385830315005431,-1.0385747644227592,-2.184436020520695,-1.644788026270866,0.7629678942848173,0.13667737956055104,-3.3525774242454838,0.8279504779719628,0.6125530498969481
281,Jersey City State College,No,4800,26,Low,0.5571094015963334,-1.204141438433242,0.960173363632457,-1.9961450864815593,-1.0385747644227592,0.4565508868862356,-0.9851988400469104,0.25759334859915667,-0.9955858819980911,-0.015494157094245453,-1.8073472917499656,-1.6325116659989423
282,John Brown University,Yes,3672,75,Low,-0.9527023898514447,0.012544204192919675,-0.7272538841097251,-1.0295573619161018,-1.0385747644227592,0.23641393781517522,-0.9283307329438812,-0.14633148248231934,-0.019012808716357025,-0.09560237440088658,-0.5272200988545818,0.6125530498969481
283,John Carroll University,Yes,5550,89,Medium,0.376268431044356,0.198039873680471,0.09569071633753559,0.42601925753919156,0.4496014388117548,-1.959451346902346,0.6902976719925955,0.15826329539749745,0.5879401964775927,-0.22544524127614798,0.8448444202640208,0.6125530498969481
284,Johns Hopkins University,Yes,6740,90,High,1.4669018009650439,2.0648660712522746,1.0464170386782827,1.8010243793763911,-0.22919460395165178,-0.30132919392117685,1.3645882269351624,-3.3682641278835614,1.0718935453228027,3.1081302760177363,-2.314630581478578,0.6125530498969481
285,Johnson State College,No,4690,36,Low,-0.6342094485939078,-2.4887995845903816,0.014517362745066074,-0.6277122745785018,-0.22919460395165178,-1.3246273911078608,0.7816568116943878,0.1332649014169348,-0.3835201634208818,-0.6976720146331047,0.38224499249865346,-1.6325116659989423
